"observation_id","location_name_raw","query_sent","latitude","longitude","ward_code","ward_name","geocode_source","geocode_match_type","geocode_verified","review_note","anchor_type","confidence","coordinate_basis","coordinate_changed_from_input","ward_changed_from_input","original_latitude","original_longitude","original_ward_code","original_ward_name","needs_manual_validation"
"VNE_20251007_011","Đường Phạm Hùng (đoạn giáp cầu vượt Mai Dịch)","Đường Phạm Hùng (đoạn giáp cầu vượt Mai Dịch), Hà Nội, Việt Nam","21.036633","105.780573","00166","Phường Cầu Giấy","published_coordinate","intersection_structure","true","Re-anchored to Cầu vượt Mai Dịch / Phạm Hùng–Mai Dịch structure; replaces generic Phạm Hùng road hit.","intersection_structure","high","published_coordinate","true","true","21.010117","105.788088","00592","Phường Từ Liêm","false"
"VNE_20251007_012","Phố Trần Bình (đoạn Bệnh Viện 19-8)","Phố Trần Bình (đoạn Bệnh Viện 19-8), Hà Nội, Việt Nam","21.039566","105.774071","00592","Phường Từ Liêm","osm_poi","poi_anchor","true","Re-anchored to Bệnh viện 19-8, số 9 Trần Bình; exact POI anchor.","poi_anchor","high","osm_poi","true","false","21.030110","105.775729","00592","Phường Từ Liêm","false"
"VNE_20251007_013","Đại lộ Thăng Long (đoạn Km5+700 hai bên đường gom)","Đại lộ Thăng Long (đoạn Km5+700 hai bên đường gom), Hà Nội, Việt Nam","21.010280","105.738415","00622","Phường Xuân Phương","reviewed_existing_anchor","chainage_anchor","false","Existing coordinate retained as canonical anchor for ĐLTL Km5+700; record is a linear segment, not a single flood centroid.","chainage_anchor","medium","reviewed_existing_anchor","false","false","21.010280","105.738415","00622","Phường Xuân Phương","false"
"VNE_20251007_014","Phố Triều Khúc (đoạn ngõ 66 đến đình làng Triều Khúc)","Phố Triều Khúc (đoạn ngõ 66 đến đình làng Triều Khúc), Hà Nội, Việt Nam","20.978510","105.801090","00643","Phường Thanh Liệt","osm_poi","poi_corridor_anchor","true","Re-anchored to Đình Triều Khúc endpoint of described ngõ 66–đình corridor.","poi_corridor_anchor","high","osm_poi","true","false","20.985850","105.798446","00643","Phường Thanh Liệt","false"
"VNE_20251007_015","Đường Hồ Mễ Trì (đoạn cách Lương Thế Vinh 100m)","Đường Hồ Mễ Trì (đoạn cách Lương Thế Vinh 100m), Hà Nội, Việt Nam","20.998242","105.788999","00637","Phường Đại Mỗ","reviewed_existing_anchor","segment_anchor","false","Existing road hit retained as canonical anchor near Hồ Mễ Trì/Lương Thế Vinh; exact 100 m offset requires cadastral/road-centerline validation.","segment_anchor","medium","reviewed_existing_anchor","false","false","20.998242","105.788999","00637","Phường Đại Mỗ","false"
"VNE_20251007_016","Đường Lương Thế Vinh (đoạn SN 499)","Đường Lương Thế Vinh (đoạn SN 499), Hà Nội, Việt Nam","20.997421","105.786900","00637","Phường Đại Mỗ","published_address_map","address_anchor","false","Re-anchored to vicinity of số 499 Lương Thế Vinh from public address-map evidence; canonical address anchor.","address_anchor","medium","published_address_map","true","false","20.994232","105.791116","00637","Phường Đại Mỗ","false"
"VNE_20251007_017","Đường Tây Mỗ (đoạn từ UBND phường Tây Mỗ-ngõ 127)","Đường Tây Mỗ (đoạn từ UBND phường Tây Mỗ-ngõ 127), Hà Nội, Việt Nam","20.997991","105.751804","00634","Phường Tây Mỗ","reviewed_existing_anchor","segment_anchor","false","Existing Tây Mỗ road anchor retained for UBND–ngõ 127 segment; treat as canonical segment point.","segment_anchor","medium","reviewed_existing_anchor","false","false","20.997991","105.751804","00634","Phường Tây Mỗ","false"
"VNE_20251007_018","Phố Miêu Nha (đoạn từ đường tàu - lối vào công nghệ cao)","Phố Miêu Nha (đoạn từ đường tàu - lối vào công nghệ cao), Hà Nội, Việt Nam","21.016824","105.744823","00622","Phường Xuân Phương","reviewed_existing_anchor","segment_anchor","false","Existing Miêu Nha anchor retained for road-rail to high-tech access corridor.","segment_anchor","medium","reviewed_existing_anchor","false","false","21.016824","105.744823","00622","Phường Xuân Phương","false"
"VNE_20251007_019","Phố Do Nha (đoạn cổng chào)","Phố Do Nha (đoạn cổng chào), Hà Nội, Việt Nam","21.017030","105.740592","00622","Phường Xuân Phương","reviewed_existing_anchor","landmark_anchor","false","Existing Do Nha anchor retained for cổng chào vicinity.","landmark_anchor","medium","reviewed_existing_anchor","false","false","21.017030","105.740592","00622","Phường Xuân Phương","false"
"VNE_20251007_020","Phố Miêu Nha (đoạn hai bên đầu cầu Ngà)","Phố Miêu Nha (đoạn hai bên đầu cầu Ngà), Hà Nội, Việt Nam","21.013320","105.746150","00634","Phường Tây Mỗ","osm_poi","bridge_anchor","true","Re-anchored to Cầu Ngà, matching “hai bên đầu cầu Ngà”.","bridge_anchor","high","osm_poi","true","true","21.016824","105.744823","00622","Phường Xuân Phương","false"
"VNE_20251007_021","Đường Xuân Phương (đoạn ngõ 339)","Đường Xuân Phương (đoạn ngõ 339), Hà Nội, Việt Nam","21.031520","105.739262","00622","Phường Xuân Phương","reviewed_existing_anchor","address_corridor_anchor","false","Existing Xuân Phương road point retained as canonical anchor for ngõ 339 vicinity.","address_corridor_anchor","medium","reviewed_existing_anchor","false","false","21.031520","105.739262","00622","Phường Xuân Phương","false"
"VNE_20251007_022","Đường Nguyễn Xuân Khoát","Đường Nguyễn Xuân Khoát, Hà Nội, Việt Nam","21.065466","105.791337","00611","Phường Xuân Đỉnh","reviewed_existing_anchor","street_canonical","false","Full-name street match retained; raw record contains no narrower segment.","street_canonical","medium","reviewed_existing_anchor","false","false","21.065466","105.791337","00611","Phường Xuân Đỉnh","false"
"VNE_20251007_023","Đường Trịnh Văn Bô kéo dài","Đường Trịnh Văn Bô kéo dài, Hà Nội, Việt Nam","21.027500","105.748000","00622","Phường Xuân Phương","canonical_corridor_anchor","corridor_anchor","false","“Trịnh Văn Bô kéo dài” is a corridor rather than a unique point; canonical midpoint used. Validate against project centerline before precision analytics.","corridor_anchor","low","canonical_corridor_anchor","true","true","","","","","true"
"VNE_20251007_024","Đường Tây Tựu (giao phố Đăm)","Đường Tây Tựu (giao phố Đăm), Hà Nội, Việt Nam","21.082724","105.733564","00598","Phường Thượng Cát","reviewed_existing_anchor","intersection_anchor","false","Existing Tây Tựu road hit retained as canonical intersection vicinity for phố Đăm.","intersection_anchor","medium","reviewed_existing_anchor","false","false","21.082724","105.733564","00598","Phường Thượng Cát","false"
"VNE_20251007_025","Đường Phạm Hùng (đoạn giao Dương Đình Nghệ)","Đường Phạm Hùng (đoạn giao Dương Đình Nghệ), Hà Nội, Việt Nam","21.017064","105.784447","00592","Phường Từ Liêm","poi_vicinity_map","intersection_anchor","true","Re-anchored to Phạm Hùng–Dương Đình Nghệ/Keangnam corridor; location-specific junction anchor.","intersection_anchor","high","poi_vicinity_map","true","false","21.010117","105.788088","00592","Phường Từ Liêm","false"
"VNE_20251007_026","Đường Cầu Diễn (đoạn giao Trịnh Văn Bô)","Đường Cầu Diễn (đoạn giao Trịnh Văn Bô), Hà Nội, Việt Nam","21.043589","105.756486","00619","Phường Phú Diễn","reviewed_existing_anchor","intersection_anchor","false","Existing Cầu Diễn anchor retained for Trịnh Văn Bô intersection vicinity.","intersection_anchor","medium","reviewed_existing_anchor","false","false","21.043589","105.756486","00619","Phường Phú Diễn","false"
"VNE_20251007_027","Phố Thanh Lâm","Phố Thanh Lâm, Hà Nội, Việt Nam","21.009802","105.931759","00565","Xã Gia Lâm","reviewed_existing_anchor","street_canonical","false","Full-name Thanh Lâm street match retained; no narrower segment in raw record.","street_canonical","medium","reviewed_existing_anchor","false","false","21.009802","105.931759","00565","Xã Gia Lâm","false"
"VNE_20251007_028","Phố Ngọa Long (đoạn giao Cầu Diễn)","Phố Ngọa Long (đoạn giao Cầu Diễn), Hà Nội, Việt Nam","21.051115","105.745453","00613","Phường Tây Tựu","reviewed_existing_anchor","intersection_anchor","false","Existing Ngọa Long anchor retained for Cầu Diễn intersection vicinity.","intersection_anchor","medium","reviewed_existing_anchor","false","false","21.051115","105.745453","00613","Phường Tây Tựu","false"
"VNE_20251007_029","Đường Phương Canh (đoạn giao Hòe Thị)","Đường Phương Canh (đoạn giao Hòe Thị), Hà Nội, Việt Nam","21.034233","105.742611","00622","Phường Xuân Phương","published_map_point","intersection_anchor","true","Re-anchored to Phương Canh–Hòe Thị junction vicinity from public map evidence.","intersection_anchor","high","published_map_point","true","false","21.036334","105.754776","00622","Phường Xuân Phương","false"
"VNE_20251007_030","Đường Văn Tiến Dũng (đoạn giao Cầu Diễn)","Đường Văn Tiến Dũng (đoạn giao Cầu Diễn), Hà Nội, Việt Nam","21.052200","105.754000","00613","Phường Tây Tựu","canonical_intersection_anchor","intersection_estimate","false","Canonical point placed at Văn Tiến Dũng–Cầu Diễn vicinity; original road-prefix hit was too far north. Validate against OSM intersection node before survey use.","intersection_estimate","low","canonical_intersection_anchor","true","false","21.066722","105.753504","00613","Phường Tây Tựu","true"
"VNE_20251007_031","Đường Hồ Tùng Mậu (đoạn giao nút Mai Dịch)","Đường Hồ Tùng Mậu (đoạn giao nút Mai Dịch), Hà Nội, Việt Nam","21.036633","105.780573","00166","Phường Cầu Giấy","published_coordinate","intersection_structure","true","Re-anchored to nút/cầu vượt Mai Dịch for Hồ Tùng Mậu–Mai Dịch.","intersection_structure","high","published_coordinate","true","true","21.041067","105.763415","00619","Phường Phú Diễn","false"
"VNE_20251007_032","Phố Doãn Kế Thiện (giao Thần Vỹ)","Phố Doãn Kế Thiện (giao Thần Vỹ), Hà Nội, Việt Nam","21.042369","105.774325","00619","Phường Phú Diễn","reviewed_existing_anchor","intersection_anchor","false","Existing Doãn Kế Thiện anchor retained for giao Thần Vỹ vicinity.","intersection_anchor","medium","reviewed_existing_anchor","false","false","21.042369","105.774325","00619","Phường Phú Diễn","false"
"VNE_20251007_033","Phố Kẻ Giàn (đoạn giao Phạm Văn Đồng)","Phố Kẻ Giàn (đoạn giao Phạm Văn Đồng), Hà Nội, Việt Nam","21.081000","105.786681","00602","Phường Đông Ngạc","reviewed_existing_anchor","intersection_anchor","false","Existing Kẻ Giàn point retained for Phạm Văn Đồng intersection vicinity.","intersection_anchor","medium","reviewed_existing_anchor","false","false","21.081000","105.786681","00602","Phường Đông Ngạc","false"
"VNE_20251007_034","Phố Phan Tây Nhạc (đoạn từ trường FPT)","Phố Phan Tây Nhạc (đoạn từ trường FPT), Hà Nội, Việt Nam","21.038078","105.745561","00622","Phường Xuân Phương","reviewed_existing_anchor","poi_vicinity_anchor","false","Existing anchor retained near FPT/Phan Tây Nhạc corridor; school/office frontage used as local reference.","poi_vicinity_anchor","medium","reviewed_existing_anchor","false","false","21.038078","105.745561","00622","Phường Xuân Phương","false"
"VNE_20251007_035","Đường Lê Đức Thọ (đoạn SVĐ Mỹ Đình)","Đường Lê Đức Thọ (đoạn SVĐ Mỹ Đình), Hà Nội, Việt Nam","21.020500","105.763930","00592","Phường Từ Liêm","osm_poi","poi_anchor","true","Re-anchored to Sân vận động Quốc gia Mỹ Đình.","poi_anchor","high","osm_poi","true","false","21.035876","105.770656","00592","Phường Từ Liêm","false"
"VNE_20251007_036","Đường Châu Văn Liêm (đoạn giao ĐL Thăng Long)","Đường Châu Văn Liêm (đoạn giao ĐL Thăng Long), Hà Nội, Việt Nam","21.007346","105.768040","00592","Phường Từ Liêm","reviewed_existing_anchor","intersection_anchor","false","Existing Châu Văn Liêm point retained at Đại lộ Thăng Long vicinity.","intersection_anchor","medium","reviewed_existing_anchor","false","false","21.007346","105.768040","00592","Phường Từ Liêm","false"
"VNE_20251007_037","Phố Nhật Tảo (đoạn ngõ 1-39)","Phố Nhật Tảo (đoạn ngõ 1-39), Hà Nội, Việt Nam","21.088635","105.791892","00091","Phường Phú Thượng","reviewed_existing_anchor","segment_anchor","false","Existing Nhật Tảo anchor retained for ngõ 1–39 segment.","segment_anchor","medium","reviewed_existing_anchor","false","false","21.088635","105.791892","00091","Phường Phú Thượng","false"
"VNE_20251007_038","Phố Trần Vỹ (đoạn giao Doãn Kế Thiện)","Phố Trần Vỹ (đoạn giao Doãn Kế Thiện), Hà Nội, Việt Nam","21.040477","105.772939","00619","Phường Phú Diễn","reviewed_existing_anchor","intersection_anchor","false","Existing Trần Vỹ anchor retained for Doãn Kế Thiện intersection vicinity.","intersection_anchor","medium","reviewed_existing_anchor","false","false","21.040477","105.772939","00619","Phường Phú Diễn","false"
"VNE_20251007_039","Đường Trần Hữu Dực (giao đỗ Xuân Hợp)","Đường Trần Hữu Dực (giao đỗ Xuân Hợp), Hà Nội, Việt Nam","21.030034","105.761536","00592","Phường Từ Liêm","reviewed_existing_anchor","intersection_estimate","false","Existing Trần Hữu Dực coordinate retained; junction label “đỗ Xuân Hợp” is ambiguous/possibly typo. Requires manual map validation.","intersection_estimate","low","reviewed_existing_anchor","false","false","21.030034","105.761536","00592","Phường Từ Liêm","true"
"VNE_20251007_040","Phố Nguyễn Hoàng (đoạn giao Phạm Hùng)","Phố Nguyễn Hoàng (đoạn giao Phạm Hùng), Hà Nội, Việt Nam","21.033300","105.770032","00592","Phường Từ Liêm","reviewed_existing_anchor","intersection_anchor","false","Existing Nguyễn Hoàng point retained for Phạm Hùng intersection vicinity.","intersection_anchor","medium","reviewed_existing_anchor","false","false","21.033300","105.770032","00592","Phường Từ Liêm","false"
"VNE_20251007_041","Đường QL2 (Km3+300-Km3+550)","Đường QL2 (Km3+300-Km3+550), Hà Nội, Việt Nam","21.198242","105.825189","00433","Xã Nội Bài","reviewed_existing_anchor","linear_midpoint","false","Existing QL2 coordinate retained as canonical midpoint for Km3+300–Km3+550 segment.","linear_midpoint","medium","reviewed_existing_anchor","false","false","21.198242","105.825189","00433","Xã Nội Bài","false"
"VNE_20251007_042","Đường 23b (Km0+750-Km1+00)","Đường 23b (Km0+750-Km1+00), Hà Nội, Việt Nam","21.151738","105.832432","00466","Xã Phúc Thịnh","reviewed_existing_anchor","linear_midpoint","false","Existing đường 23B coordinate retained as canonical midpoint for Km0+750–Km1+000 segment.","linear_midpoint","medium","reviewed_existing_anchor","false","false","21.151738","105.832432","00466","Xã Phúc Thịnh","false"
"VNE_20251007_043","Đường Cầu Bươu (đoạn ngã ba Xa La-Viện K)","Đường Cầu Bươu (đoạn ngã ba Xa La-Viện K), Hà Nội, Việt Nam","20.960890","105.800770","00643","Phường Thanh Liệt","osm_road_point","junction_corridor_anchor","true","Re-anchored to Cầu Bươu/Xa La–Viện K corridor using OSM road anchor.","junction_corridor_anchor","high","osm_road_point","true","false","20.960930","105.800697","00643","Phường Thanh Liệt","false"
"VNE_20251007_044","Đường Phạm Tu (đoạn viện K)","Đường Phạm Tu (đoạn viện K), Hà Nội, Việt Nam","20.975155","105.809788","00316","Phường Định Công","reviewed_existing_anchor","poi_vicinity_anchor","false","Existing Phạm Tu anchor retained for Viện K vicinity.","poi_vicinity_anchor","medium","reviewed_existing_anchor","false","false","20.975155","105.809788","00316","Phường Định Công","false"
"VNE_20251007_045","Phố Cầu Cốc (đoạn ngõ 43-67)","Phố Cầu Cốc (đoạn ngõ 43-67), Hà Nội, Việt Nam","21.005915","105.746432","00634","Phường Tây Mỗ","reviewed_existing_anchor","segment_anchor","false","Existing Cầu Cốc anchor retained for ngõ 43–67 segment.","segment_anchor","medium","reviewed_existing_anchor","false","false","21.005915","105.746432","00634","Phường Tây Mỗ","false"
"VNE_20251007_046","Đường Nguyễn Huy Tưởng (đoạn giao Khuất Duy Tiến)","Đường Nguyễn Huy Tưởng (đoạn giao Khuất Duy Tiến), Hà Nội, Việt Nam","20.995833","105.798611","00367","Phường Thanh Xuân","official_street_endpoint","intersection_anchor","true","Re-anchored to Nguyễn Huy Tưởng–Khuất Duy Tiến using published street endpoint coordinates.","intersection_anchor","high","official_street_endpoint","true","true","","","","","false"
"VNE_20251007_047","Đường Đại Mỗ (đoạn ngõ 24)","Đường Đại Mỗ (đoạn ngõ 24), Hà Nội, Việt Nam","20.995463","105.756676","00634","Phường Tây Mỗ","reviewed_existing_anchor","address_corridor_anchor","false","Existing Đại Mỗ anchor retained for ngõ 24 vicinity.","address_corridor_anchor","medium","reviewed_existing_anchor","false","false","20.995463","105.756676","00634","Phường Tây Mỗ","false"
"VNE_20251007_048","Phố Ngọc Trục (đoạn ngõ 31-giao Đại Mỗ)","Phố Ngọc Trục (đoạn ngõ 31-giao Đại Mỗ), Hà Nội, Việt Nam","20.989713","105.773154","00637","Phường Đại Mỗ","reviewed_existing_anchor","segment_anchor","false","Existing Ngọc Trục anchor retained for ngõ31–Đại Mỗ corridor.","segment_anchor","medium","reviewed_existing_anchor","false","false","20.989713","105.773154","00637","Phường Đại Mỗ","false"
"VNE_20251007_049","Đường Lạc Long Quân (đoạn SN 130-giao Võng Thị)","Đường Lạc Long Quân (đoạn SN 130-giao Võng Thị), Hà Nội, Việt Nam","21.073324","105.812712","00103","Phường Tây Hồ","reviewed_existing_anchor","segment_anchor","false","Existing Lạc Long Quân point retained for SN130–Võng Thị corridor.","segment_anchor","medium","reviewed_existing_anchor","false","false","21.073324","105.812712","00103","Phường Tây Hồ","false"
"VNE_20251007_050","Đường Nguyễn Trãi (đoạn đại học KHXH&NV)","Đường Nguyễn Trãi (đoạn đại học KHXH&NV), Hà Nội, Việt Nam","20.995230","105.807160","00367","Phường Thanh Xuân","published_poi_coordinate","poi_anchor","true","Re-anchored to Trường ĐH KHXH&NV, 336 Nguyễn Trãi; fixes generic Nguyễn Trãi hit in wrong ward.","poi_anchor","high","published_poi_coordinate","true","true","20.986618","105.796118","00637","Phường Đại Mỗ","false"
"VNE_20251007_051","Đường Thụy Khuê (đoạn dốc La Pho đến trường THPT Chu Văn An)","Đường Thụy Khuê (đoạn dốc La Pho đến trường THPT Chu Văn An), Hà Nội, Việt Nam","21.043120","105.831950","00103","Phường Tây Hồ","published_poi_coordinate","poi_corridor_anchor","true","Re-anchored to THPT Chu Văn An endpoint of dốc La Pho–Chu Văn An segment.","poi_corridor_anchor","high","published_poi_coordinate","true","false","21.041857","105.829818","00103","Phường Tây Hồ","false"
"VNE_20251007_052","Đường Khuất Duy Tiến (đoạn từ giao Tố Hữu-Nguyễn Trãi)","Đường Khuất Duy Tiến (đoạn từ giao Tố Hữu-Nguyễn Trãi), Hà Nội, Việt Nam","21.001546","105.794981","00367","Phường Thanh Xuân","reviewed_existing_anchor","linear_midpoint","false","Existing Khuất Duy Tiến anchor retained for Tố Hữu–Nguyễn Trãi segment; ward normalized to Thanh Xuân.","linear_midpoint","medium","reviewed_existing_anchor","false","true","21.001546","105.794981","00637","Phường Đại Mỗ","false"
"VNE_20251007_053","Đường Nguyễn Xiển","Đường Nguyễn Xiển, Hà Nội, Việt Nam","20.982928","105.809342","00643","Phường Thanh Liệt","reviewed_existing_anchor","street_canonical","false","Full-name Nguyễn Xiển street match retained.","street_canonical","medium","reviewed_existing_anchor","false","false","20.982928","105.809342","00643","Phường Thanh Liệt","false"
"VNE_20251007_054","Đường Tố Hữu (ngõ 19-Lương Thế Vinh)","Đường Tố Hữu (ngõ 19-Lương Thế Vinh), Hà Nội, Việt Nam","20.989473","105.783629","00637","Phường Đại Mỗ","reviewed_existing_anchor","segment_anchor","false","Existing Tố Hữu anchor retained for ngõ19–Lương Thế Vinh segment.","segment_anchor","medium","reviewed_existing_anchor","false","false","20.989473","105.783629","00637","Phường Đại Mỗ","false"
"VNE_20251007_055","Đường Cổ Nhuế (đoạn SN145-205)","Đường Cổ Nhuế (đoạn SN145-205), Hà Nội, Việt Nam","21.060625","105.781757","00602","Phường Đông Ngạc","reviewed_existing_anchor","segment_anchor","false","Existing Cổ Nhuế point retained for SN145–205 segment.","segment_anchor","medium","reviewed_existing_anchor","false","false","21.060625","105.781757","00602","Phường Đông Ngạc","false"
"VNE_20251007_056","Đường QL3 (đoạn Km19+500)","Đường QL3 (đoạn Km19+500), Hà Nội, Việt Nam","21.056505","105.888742","00127","Phường Việt Hưng","reviewed_existing_anchor","chainage_anchor","false","Existing QL3 point retained as best available Km19+500 anchor; chainage requires route-specific GIS validation.","chainage_anchor","low","reviewed_existing_anchor","false","false","21.056505","105.888742","00127","Phường Việt Hưng","true"
"VNE_20251007_057","Đường Phùng Hưng (đoạn SN20-193)","Đường Phùng Hưng (đoạn SN20-193), Hà Nội, Việt Nam","20.971703","105.783163","09556","Phường Hà Đông","reviewed_existing_anchor","segment_anchor","false","Existing Phùng Hưng point retained for SN20–193 corridor.","segment_anchor","medium","reviewed_existing_anchor","false","false","20.971703","105.783163","09556","Phường Hà Đông","false"
"VNE_20251007_058","Đường Tây Thăng Long (đoạn chợ Phúc Lý)","Đường Tây Thăng Long (đoạn chợ Phúc Lý), Hà Nội, Việt Nam","21.064909","105.761033","00602","Phường Đông Ngạc","reviewed_existing_anchor","poi_vicinity_anchor","false","Existing Tây Thăng Long point retained near chợ Phúc Lý.","poi_vicinity_anchor","medium","reviewed_existing_anchor","false","false","21.064909","105.761033","00602","Phường Đông Ngạc","false"
"VNE_20251007_059","Đường Nguyễn Tuân (đoạn giao Lê Văn Lương-Ngụy Như Kon Tum)","Đường Nguyễn Tuân (đoạn giao Lê Văn Lương-Ngụy Như Kon Tum), Hà Nội, Việt Nam","21.001970","105.800566","00367","Phường Thanh Xuân","reviewed_existing_anchor","segment_anchor","false","Existing Nguyễn Tuân anchor retained for Lê Văn Lương–Ngụy Như Kon Tum segment.","segment_anchor","medium","reviewed_existing_anchor","false","false","21.001970","105.800566","00367","Phường Thanh Xuân","false"
"VNE_20251007_060","Phố Trung Kiên (đoạn Đình Đăm)","Phố Trung Kiên (đoạn Đình Đăm), Hà Nội, Việt Nam","21.069647","105.730902","00613","Phường Tây Tựu","reviewed_existing_anchor","poi_vicinity_anchor","false","Existing Trung Kiên anchor retained near Đình Đăm.","poi_vicinity_anchor","medium","reviewed_existing_anchor","false","false","21.069647","105.730902","00613","Phường Tây Tựu","false"
"VNE_20251007_061","Đường Xuân La (đoạn Võ Chí Công-Xuân Đỉnh)","Đường Xuân La (đoạn Võ Chí Công-Xuân Đỉnh), Hà Nội, Việt Nam","21.062693","105.807540","00103","Phường Tây Hồ","reviewed_existing_anchor","linear_midpoint","false","Existing Xuân La point retained for Võ Chí Công–Xuân Đỉnh segment.","linear_midpoint","medium","reviewed_existing_anchor","false","false","21.062693","105.807540","00103","Phường Tây Hồ","false"
"VNE_20251007_062","Phố Phan Văn Trường (đoạn SN103-ngõ 54)","Phố Phan Văn Trường (đoạn SN103-ngõ 54), Hà Nội, Việt Nam","21.037910","105.785989","00166","Phường Cầu Giấy","reviewed_existing_anchor","segment_anchor","false","Existing Phan Văn Trường point retained for SN103–ngõ54 segment.","segment_anchor","medium","reviewed_existing_anchor","false","false","21.037910","105.785989","00166","Phường Cầu Giấy","false"
"VNE_20251007_063","Gầm cầu Thăng Long đi Vực Dê","Gầm cầu Thăng Long đi Vực Dê, Hà Nội, Việt Nam","21.095500","105.779800","00602","Phường Đông Ngạc","canonical_corridor_anchor","underbridge_corridor_anchor","false","“Gầm cầu Thăng Long đi Vực Dê” refers to south-side underbridge/road connection; canonical corridor anchor used. Exact inundation point needs map/field validation.","underbridge_corridor_anchor","low","canonical_corridor_anchor","true","true","","","","","true"
